M.H_b.CO3 Time [a],M.H_b.CO3 CO3 [mol/kg]
10000.0,0.00014020433681467343
10100.0,0.0001402083327154363
10200.0,0.00014021227186089558
10300.0,0.00014021614634544726
10400.0,0.00014021995663802462
10500.0,0.0001402237071164734
10600.0,0.00014022741318705058
10700.0,0.00014023107455747463
10800.0,0.00014023468149140222
10900.0,0.00014023822993699842
11000.0,0.00014024172140075713
11100.0,0.0001402451582401523
11200.0,0.00014024854338601727
11300.0,0.00014025188958235042
11400.0,0.00014025519239699237
11500.0,0.0001402584464055448
11600.0,0.00014026164948226629
11700.0,0.00014026480276993294
11800.0,0.0001402679076752024
11900.0,0.00014027096529144035
12000.0,0.00014027397778096538
12100.0,0.00014027694823265144
12200.0,0.00014027986986099358
12300.0,0.00014028275160762437
12400.0,0.00014028559479922095
12500.0,0.0001402884006729504
12600.0,0.00014029116585293253
12700.0,0.00014029388955440246
12800.0,0.00014029656706151893
12900.0,0.00014029919802154318
13000.0,0.00014030179958649287
13100.0,0.00014030436226686904
13200.0,0.00014030689067751886
13300.0,0.00014030938719538204
13400.0,0.0001403118510531255
13500.0,0.00014031427938226979
13600.0,0.00014031666604606723
13700.0,0.0001403190098381845
13800.0,0.00014032131354804956
13900.0,0.0001403235796814456
14000.0,0.00014032582400713494
14100.0,0.00014032804112667734
14200.0,0.00014033022827730074
14300.0,0.00014033239069742248
14400.0,0.00014033452462500383
14500.0,0.00014033662716324104
14600.0,0.00014033867576177886
14700.0,0.0001403406910326197
14800.0,0.0001403426787590962
14900.0,0.00014034463852219788
15000.0,0.00014034656884871866
15100.0,0.00014034846968508235
15200.0,0.0001403503509054566
15300.0,0.00014035221399637344
15400.0,0.00014035405655354522
15500.0,0.00014035587118293286
15600.0,0.00014035765786534081
15700.0,0.00014035941406605307
15800.0,0.00014036114107244984
15900.0,0.0001403628405189675
16000.0,0.00014036451354424483
16100.0,0.00014036616090584153
16200.0,0.00014036778316487246
16300.0,0.00014036938078554963
16400.0,0.0001403709541812987
16500.0,0.00014037250373788627
16600.0,0.00014037402978665767
16700.0,0.00014037554545312511
16800.0,0.00014037704286165687
16900.0,0.00014037851478953663
17000.0,0.0001403799628192197
17100.0,0.00014038139104706576
17200.0,0.0001403827959930202
17300.0,0.0001403841833764208
17400.0,0.00014038555093936553
17500.0,0.00014038689798716856
17600.0,0.00014038822460007893
17700.0,0.00014038953107950076
17800.0,0.0001403908177529543
17900.0,0.00014039208493416968
18000.0,0.00014039333290576288
18100.0,0.00014039456198989224
18200.0,0.0001403957724332709
18300.0,0.00014039696453376123
18400.0,0.00014039813694947194
18500.0,0.00014039928498259664
18600.0,0.00014040041918397017
18700.0,0.00014040154568686154
18800.0,0.00014040266062061835
18900.0,0.00014040375992874468
19000.0,0.00014040484667137811
19100.0,0.00014040591872598398
19200.0,0.00014040697520388166
19300.0,0.00014040801592753158
19400.0,0.0001404090409933344
19500.0,0.00014041005058538253
19600.0,0.00014041104491401097
19700.0,0.00014041202418573685
19800.0,0.00014041298864110694
19900.0,0.00014041393847076235
20000.0,0.00014041487390483047
20100.0,0.0001404157951697462
20200.0,0.00014041670248259624
20300.0,0.00014041759605388485
20400.0,0.0001404184750945341
20500.0,0.00014041933418316516
20600.0,0.00014042017329665788
20700.0,0.00014042099572490193
20800.0,0.00014042180398425306
20900.0,0.00014042259928875205
21000.0,0.00014042338222351551
21100.0,0.00014042415314191557
21200.0,0.00014042491243542937
21300.0,0.00014042567965250448
21400.0,0.00014042644300685448
21500.0,0.00014042719874993596
21600.0,0.0001404279452740515
21700.0,0.000140428682887581
21800.0,0.00014042941022840506
21900.0,0.00014043012865775292
22000.0,0.00014043083698725802
22100.0,0.0001404315348361464
22200.0,0.00014043222219468224
22300.0,0.00014043289917343996
22400.0,0.00014043356591352538
22500.0,0.00014043422256231663
22600.0,0.00014043486925914716
22700.0,0.00014043550616341726
22800.0,0.00014043613340564555
22900.0,0.0001404367511401079
23000.0,0.00014043735951571062
23100.0,0.00014043795867502753
23200.0,0.00014043854875693833
23300.0,0.0001404391273658295
23400.0,0.00014043968967443796
23500.0,0.000140440237396321
23600.0,0.0001404407736425644
23700.0,0.0001404413004556864
23800.0,0.00014044181874024373
23900.0,0.0001404423289168393
24000.0,0.0001404428312368724
24100.0,0.00014044332588391948
24200.0,0.00014044381300678402
24300.0,0.00014044429273552295
24400.0,0.00014044476519042758
24500.0,0.00014044523048629016
24600.0,0.00014044568872751903
24700.0,0.0001404461400312076
24800.0,0.00014044658449114192
24900.0,0.00014044702221763952
25000.0,0.00014044745331663752
25100.0,0.0001404478778892968
25200.0,0.00014044829603403368
25300.0,0.00014044870784782833
25400.0,0.0001404491134264708
25500.0,0.00014044951286441243
25600.0,0.00014044990625465718
25700.0,0.00014045029819827914
25800.0,0.0001404507044970983
25900.0,0.00014045111051435658
26000.0,0.00014045151361085324
26100.0,0.00014045191244231679
26200.0,0.00014045230631227505
26300.0,0.000140452694954602
26400.0,0.0001404530790072116
26500.0,0.00014045345806549563
26600.0,0.00014045383170083764
26700.0,0.0001404541997864655
26800.0,0.00014045456233559886
26900.0,0.00014045491940893533
27000.0,0.00014045527108054578
27100.0,0.0001404556174279005
27200.0,0.00014045595852828867
27300.0,0.0001404562944555496
27400.0,0.00014045662528686085
27500.0,0.00014045695110288206
27600.0,0.00014045727198238415
27700.0,0.0001404575880052808
27800.0,0.00014045789924282666
27900.0,0.00014045820576369744
28000.0,0.00014045850763438734
28100.0,0.00014045880492481294
28200.0,0.0001404590977079239
28300.0,0.00014045938605475295
28400.0,0.00014045966417917992
28500.0,0.00014045993127360812
28600.0,0.00014046018966462056
28700.0,0.00014046044084712106
28800.0,0.0001404606870837641
28900.0,0.0001404609291026678
29000.0,0.00014046116727078707
29100.0,0.00014046140226146918
29200.0,0.00014046163397101851
29300.0,0.0001404618622192631
29400.0,0.00014046208699196455
29500.0,0.00014046230833866493
29600.0,0.00014046252632012916
29700.0,0.00014046274099398188
29800.0,0.0001404629524137294
29900.0,0.00014046316062960425
30000.0,0.00014046336568830764
30100.0,0.00014046356763767744
30200.0,0.00014046376652734722
30300.0,0.00014046396240501962
30400.0,0.00014046415531652367
30500.0,0.00014046434530661357
30600.0,0.00014046453241941907
30700.0,0.0001404647166985052
30800.0,0.00014046489818681063
30900.0,0.00014046507692661334
31000.0,0.00014046525295953655
31100.0,0.00014046542632656893
31200.0,0.00014046559706807826
31300.0,0.00014046576522382288
31400.0,0.00014046593083295967
31500.0,0.00014046609393450309
31600.0,0.00014046625456903
31700.0,0.0001404664127728196
31800.0,0.0001404665685808054
31900.0,0.00014046672202677168
32000.0,0.00014046687314621547
32100.0,0.00014046702197616708
32200.0,0.00014046716855268502
32300.0,0.00014046731291226576
32400.0,0.00014046745508743792
32500.0,0.0001404675951095429
32600.0,0.00014046773300892306
32700.0,0.00014046786881747813
32800.0,0.0001404680025684891
32900.0,0.0001404681342943614
33000.0,0.00014046826402789534
33100.0,0.0001404683917983235
33200.0,0.00014046851763381308
33300.0,0.00014046864156163206
33400.0,0.00014046876361044922
33500.0,0.00014046888381017447
33600.0,0.00014046900218993037
33700.0,0.00014046911877919427
33800.0,0.00014046923360423787
33900.0,0.0001404693466903747
34000.0,0.00014046945806211146
34100.0,0.0001404695677452116
34200.0,0.00014046967576655567
34300.0,0.00014046978215231598
34400.0,0.00014046988692898398
34500.0,0.0001404699901201697
34600.0,0.0001404700917486224
34700.0,0.00014047019183636598
34800.0,0.00014047029040655445
34900.0,0.0001404703874833447
35000.0,0.000140470483090258
35100.0,0.0001404705772511019
35200.0,0.00014047066998709533
35300.0,0.00014047076131892567
35400.0,0.00014047085126754733
35500.0,0.000140470939853843
35600.0,0.0001404710270984432
35700.0,0.00014047111302167297
35800.0,0.0001404711976435476
35900.0,0.0001404712809835464
36000.0,0.00014047136306005633
36100.0,0.00014047144389210426
36200.0,0.0001404715234994887
36300.0,0.0001404716019014894
36400.0,0.0001404716791176334
36500.0,0.00014047175516532435
36600.0,0.00014047183006152828
36700.0,0.00014047190382342998
36800.0,0.0001404719764681545
36900.0,0.0001404720480126196
37000.0,0.00014047211847349354
37100.0,0.00014047218786719082
37200.0,0.0001404722562096846
37300.0,0.0001404723235160539
37400.0,0.000140472389801902
37500.0,0.00014047245508346453
37600.0,0.00014047251937655253
37700.0,0.000140472582697179
37800.0,0.00014047264505961574
37900.0,0.00014047270647761303
38000.0,0.000140472766964482
38100.0,0.00014047282653421636
38200.0,0.00014047288520141542
38300.0,0.00014047294298029535
38400.0,0.000140472999885244
38500.0,0.0001404730559290859
38600.0,0.00014047311112432403
38700.0,0.0001404731654836223
38800.0,0.0001404732190196017
38900.0,0.00014047327174458499
39000.0,0.00014047332367020778
39100.0,0.00014047337480851057
39200.0,0.00014047342517202035
39300.0,0.00014047347477293492
39400.0,0.00014047352362360819
39500.0,0.00014047357173505097
39600.0,0.00014047361911799714
39700.0,0.00014047366578331984
39800.0,0.00014047371174185277
39900.0,0.00014047375700429994
40000.0,0.00014047380158120667
40100.0,0.00014047384548295755
40200.0,0.00014047388871977866
40300.0,0.00014047393130174092
40400.0,0.00014047397323876202
40500.0,0.0001404740145404962
40600.0,0.00014047405521605606
40700.0,0.00014047409527487149
40800.0,0.00014047413472675517
40900.0,0.00014047417358126194
41000.0,0.00014047421184806957
41100.0,0.00014047424953580342
41200.0,0.0001404742866528723
41300.0,0.00014047432320779318
41400.0,0.00014047435920905302
41500.0,0.00014047439466503695
41600.0,0.00014047442958400552
41700.0,0.00014047446397409365
41800.0,0.0001404744978433117
41900.0,0.00014047453119954865
42000.0,0.00014047456405057437
42100.0,0.00014047459640395075
42200.0,0.00014047462826681647
42300.0,0.00014047465964655827
42400.0,0.00014047469055086285
42500.0,0.00014047472098721557
42600.0,0.00014047475096319706
42700.0,0.0001404747804855641
42800.0,0.00014047480956090388
42900.0,0.00014047483819588802
43000.0,0.0001404748663971647
43100.0,0.00014047489417130267
43200.0,0.00014047492152477267
43300.0,0.00014047494846394708
43400.0,0.00014047497499510115
43500.0,0.00014047500112441465
43600.0,0.0001404750268579737
43700.0,0.00014047505220170245
43800.0,0.00014047507716119235
43900.0,0.00014047510174223054
44000.0,0.00014047512595083785
44100.0,0.0001404751497928782
44200.0,0.00014047517327428976
44300.0,0.00014047519640036557
44400.0,0.00014047521917626534
44500.0,0.00014047524160721545
44600.0,0.00014047526369842403
44700.0,0.00014047528545503606
44800.0,0.00014047530688212102
44900.0,0.00014047532798467041
45000.0,0.00014047534876759977
45100.0,0.00014047536923575036
45200.0,0.00014047538939388976
45300.0,0.00014047540924665817
45400.0,0.0001404754287984363
45500.0,0.00014047545547441249
45600.0,0.00014047550218400763
45700.0,0.0001404755532071574
45800.0,0.00014047560641508746
45900.0,0.0001404756605269342
46000.0,0.00014047571481735392
46100.0,0.0001404757688718365
46200.0,0.0001404758224529276
46300.0,0.0001404758754262838
46400.0,0.00014047592771803853
46500.0,0.00014047597928977897
46600.0,0.00014047603012382344
46700.0,0.0001404760802905862
46800.0,0.00014047612972405642
46900.0,0.00014047617852938098
47000.0,0.0001404762265609949
47100.0,0.0001404762738077655
47200.0,0.00014047632026760142
47300.0,0.0001404763660153924
47400.0,0.0001404764111417611
47500.0,0.00014047645559379804
47600.0,0.0001404764994743545
47700.0,0.00014047654265428457
47800.0,0.00014047658512626843
47900.0,0.00014047662688931978
48000.0,0.00014047666801160158
48100.0,0.0001404767085749419
48200.0,0.00014047674853188123
48300.0,0.00014047678797501206
48400.0,0.00014047682678827874
48500.0,0.0001404768649651482
48600.0,0.00014047690250475005
48700.0,0.00014047693946836915
48800.0,0.00014047697592956465
48900.0,0.0001404770118456787
49000.0,0.0001404770472999421
49100.0,0.00014047708218803683
49200.0,0.00014047711650409144
49300.0,0.00014047715024732366
49400.0,0.00014047718347282075
49500.0,0.0001404772162467031
49600.0,0.000140477248530627
49700.0,0.00014047728039940648
49800.0,0.000140477311759273
49900.0,0.00014047734260494852
50000.0,0.00014047737293573046
50100.0,0.00014047740280113507
50200.0,0.00014047743226059572
50300.0,0.00014047746127964669
50400.0,0.00014047748992553625
50500.0,0.00014047751811397852
50600.0,0.00014047754584022961
50700.0,0.00014047757310365738
50800.0,0.0001404775999487706
50900.0,0.0001404776264289928
51000.0,0.00014047765251334356
51100.0,0.00014047767826226985
51200.0,0.00014047770360001
51300.0,0.00014047772852229977
51400.0,0.0001404777530285714
51500.0,0.00014047777715883237
51600.0,0.00014047780096110288
51700.0,0.00014047782440753602
51800.0,0.00014047784755246616
51900.0,0.00014047787032779325
52000.0,0.00014047789272968381
52100.0,0.00014047791475762765
52200.0,0.0001404779364475867
52300.0,0.00014047795784272483
52400.0,0.00014047797891801104
52500.0,0.0001404779997222848
52600.0,0.00014047802019433346
52700.0,0.00014047804033071103
52800.0,0.00014047806013095903
52900.0,0.00014047807962740233
53000.0,0.00014047809885883966
53100.0,0.0001404781178027716
53200.0,0.00014047813650309865
53300.0,0.0001404781549047984
53400.0,0.00014047817300477327
53500.0,0.00014047819080261116
53600.0,0.00014047820832736808
53700.0,0.00014047822561391905
53800.0,0.00014047824264204
53900.0,0.00014047825945119144
54000.0,0.0001404782759919157
54100.0,0.00014047829226142866
54200.0,0.0001404783082593598
54300.0,0.00014047832401182644
54400.0,0.00014047833955017675
54500.0,0.00014047835485623216
54600.0,0.00014047836996546265
54700.0,0.00014047838483341178
54800.0,0.00014047839945757726
54900.0,0.00014047841383762607
55000.0,0.0001404784279970341
55100.0,0.0001404784419639793
55200.0,0.0001404784557221216
55300.0,0.0001404784693033438
55400.0,0.00014047848266768556
55500.0,0.00014047849581289763
55600.0,0.0001404785087386804
55700.0,0.00014047852146613615
55800.0,0.00014047853402059297
55900.0,0.00014047854638736307
56000.0,0.0001404785585951049
56100.0,0.00014047857060789945
56200.0,0.00014047858242372476
56300.0,0.0001404785940423119
56400.0,0.0001404786054826288
56500.0,0.00014047861676744222
56600.0,0.00014047862788354968
56700.0,0.00014047863885671152
56800.0,0.00014047864965464126
56900.0,0.00014047866027552152
57000.0,0.0001404786707191102
57100.0,0.0001404786810024572
57200.0,0.0001404786911460267
57300.0,0.0001404787011379516
57400.0,0.00014047871100138708
57500.0,0.00014047872070731184
57600.0,0.00014047873025409215
57700.0,0.00014047873964151053
57800.0,0.00014047874888489255
57900.0,0.0001404787580026326
58000.0,0.00014047876698406413
58100.0,0.00014047877585000054
58200.0,0.00014047878457435514
58300.0,0.0001404787931556598
58400.0,0.00014047880159371887
58500.0,0.0001404788099023082
58600.0,0.0001404788180979618
58700.0,0.00014047882617109161
58800.0,0.0001404788341404064
58900.0,0.00014047884198245796
59000.0,0.00014047884969592617
59100.0,0.0001404788572806353
59200.0,0.0001404788647489679
59300.0,0.0001404788721157861
59400.0,0.00014047887937247152
59500.0,0.00014047888653584097
59600.0,0.00014047889358481726
59700.0,0.00014047890051821366
59800.0,0.00014047890733587265
59900.0,0.00014047891404892428
60000.0,0.00014047892067072792
60100.0,0.00014047892719353672
60200.0,0.00014047893363246643
60300.0,0.00014047893996857157
60400.0,0.00014047894620078597
60500.0,0.00014047895232896735
60600.0,0.0001404789583631202
60700.0,0.00014047896430598368
60800.0,0.0001404789701591416
60900.0,0.00014047897593296208
61000.0,0.00014047898162052158
61100.0,0.0001404789872349432
61200.0,0.0001404789927597041
61300.0,0.000140478998193876
61400.0,0.0001404790035373362
61500.0,0.00014047900879880833
61600.0,0.00014047901398068076
61700.0,0.0001404790190843342
61800.0,0.00014047902411880965
61900.0,0.0001404790290780699
62000.0,0.00014047903397355747
62100.0,0.00014047903879086562
62200.0,0.0001404790435291848
62300.0,0.00014047904818840793
62400.0,0.0001404790527761417
62500.0,0.00014047905729446856
62600.0,0.0001404790617445925
62700.0,0.0001404790661343967
62800.0,0.0001404790704586172
62900.0,0.00014047907472723118
63000.0,0.00014047907892767675
63100.0,0.00014047908305924776
63200.0,0.00014047908712185104
63300.0,0.00014047909112211947
63400.0,0.0001404790950618684
63500.0,0.00014047909894214803
63600.0,0.00014047910276983195
63700.0,0.00014047910654033013
63800.0,0.00014047911026234236
63900.0,0.00014047911392491501
64000.0,0.00014047911752743277
64100.0,0.00014047912106981408
64200.0,0.00014047912455784269
64300.0,0.00014047912799310127
64400.0,0.0001404791313765058
64500.0,0.0001404791347088571
64600.0,0.00014047913799092855
64700.0,0.00014047914122347914
64800.0,0.00014047914440725628
64900.0,0.00014047914754299577
65000.0,0.0001404791506314225
65100.0,0.00014047915367325036
65200.0,0.00014047915666918223
65300.0,0.00014047915961991065
65400.0,0.0001404791625261177
65500.0,0.00014047916538847526
65600.0,0.00014047916820764488
65700.0,0.00014047917098427814
65800.0,0.00014047917371901687
65900.0,0.00014047917641249303
66000.0,0.00014047917906532934
66100.0,0.0001404791816781392
66200.0,0.0001404791842515263
66300.0,0.0001404791867860854
66400.0,0.00014047918928240222
66500.0,0.0001404791917410541
66600.0,0.00014047919416260927
66700.0,0.0001404791965476274
66800.0,0.00014047919889665982
66900.0,0.00014047920121024936
67000.0,0.0001404792034889309
67100.0,0.00014047920573323098
67200.0,0.0001404792079436686
67300.0,0.00014047921012075472
67400.0,0.00014047921226499217
67500.0,0.000140479214376877
67600.0,0.000140479216456897
67700.0,0.0001404792185055332
67800.0,0.00014047922052325902
67900.0,0.00014047922251054078
68000.0,0.00014047922446783795
68100.0,0.000140479226395603
68200.0,0.00014047922829428156
68300.0,0.000140479230164312
68400.0,0.00014047923200612725
68500.0,0.00014047923382015293
68600.0,0.0001404792356068077
68700.0,0.00014047923736650495
68800.0,0.0001404792390996515
68900.0,0.00014047924080664786
69000.0,0.0001404792424878886
69100.0,0.00014047924414376247
69200.0,0.00014047924577465214
69300.0,0.0001404792473809344
69400.0,0.00014047924896298076
69500.0,0.00014047925052115668
69600.0,0.0001404792520558223
69700.0,0.0001404792535673325
69800.0,0.00014047925505603678
69900.0,0.000140479256522279
70000.0,0.00014047925796639816
70100.0,0.00014047925938872816
70200.0,0.0001404792607895978
70300.0,0.0001404792621693307
70400.0,0.00014047926352824555
70500.0,0.00014047926486665684
70600.0,0.0001404792661848738
70700.0,0.00014047926748320122
70800.0,0.0001404792687619392
70900.0,0.00014047927002138326
71000.0,0.0001404792712618245
71100.0,0.0001404792724835495
71200.0,0.00014047927368684082
71300.0,0.00014047927487197655
71400.0,0.0001404792760392307
71500.0,0.00014047927718887306
71600.0,0.00014047927832116944
71700.0,0.00014047927943638123
71800.0,0.00014047928053476642
71900.0,0.00014047928161657896
72000.0,0.00014047928268206867
72100.0,0.0001404792837314821
72200.0,0.00014047928476506187
72300.0,0.00014047928578304653
72400.0,0.0001404792867856716
72500.0,0.00014047928777316881
72600.0,0.00014047928874576617
72700.0,0.0001404792897036888
72800.0,0.00014047929064715808
72900.0,0.00014047929157639212
73000.0,0.00014047929249160556
73100.0,0.00014047929339301005
73200.0,0.0001404792942808139
73300.0,0.00014047929515522228
73400.0,0.00014047929601643732
73500.0,0.0001404792968646583
73600.0,0.00014047929770008116
73700.0,0.00014047929852289878
73800.0,0.0001404792993333016
73900.0,0.00014047930013147652
74000.0,0.0001404793009176085
74100.0,0.0001404793016918791
74200.0,0.0001404793024544673
74300.0,0.0001404793032055494
74400.0,0.0001404793039452989
74500.0,0.00014047930467388708
74600.0,0.00014047930539148206
74700.0,0.00014047930609824974
74800.0,0.00014047930679435353
74900.0,0.00014047930747995428
75000.0,0.00014047930815521063
75100.0,0.00014047930882027824
75200.0,0.00014047930947531147
75300.0,0.00014047931012046137
75400.0,0.00014047931075587697
75500.0,0.00014047931138170522
75600.0,0.00014047931199809088
75700.0,0.0001404793126051763
75800.0,0.00014047931320310182
75900.0,0.00014047931379200575
76000.0,0.00014047931437202404
76100.0,0.00014047931494329098
76200.0,0.00014047931550593848
76300.0,0.00014047931606009636
76400.0,0.00014047931660589314
76500.0,0.00014047931714345478
76600.0,0.00014047931767290555
76700.0,0.00014047931819436782
76800.0,0.00014047931870796214
76900.0,0.00014047931921380724
77000.0,0.00014047931971201995
77100.0,0.00014047932020271552
77200.0,0.0001404793206860073
77300.0,0.00014047932116200714
77400.0,0.00014047932163082497
77500.0,0.000140479322092569
77600.0,0.00014047932254734617
77700.0,0.0001404793229952616
77800.0,0.00014047932343641897
77900.0,0.00014047932387091977
78000.0,0.0001404793242988648
78100.0,0.00014047932472035265
78200.0,0.00014047932513548106
78300.0,0.00014047932554434595
78400.0,0.00014047932594704192
78500.0,0.00014047932634366175
78600.0,0.00014047932673429733
78700.0,0.00014047932711903886
78800.0,0.00014047932749797543
78900.0,0.0001404793278711944
79000.0,0.00014047932823878207
79100.0,0.00014047932860082355
79200.0,0.0001404793289574025
79300.0,0.00014047932930860124
79400.0,0.00014047932965450115
79500.0,0.00014047932999518178
79600.0,0.0001404793303307221
79700.0,0.0001404793306611998
79800.0,0.00014047933098669126
79900.0,0.00014047933130727152
80000.0,0.00014047933162301474
80100.0,0.00014047933193399382
80200.0,0.00014047933224028085
80300.0,0.0001404793325419467
80400.0,0.000140479332839061
80500.0,0.00014047933313169215
80600.0,0.000140479333419908
80700.0,0.0001404793337037751
80800.0,0.00014047933398335935
80900.0,0.0001404793342587251
81000.0,0.00014047933452993595
81100.0,0.00014047933479705485
81200.0,0.00014047933506014333
81300.0,0.00014047933531926242
81400.0,0.00014047933557447166
81500.0,0.00014047933582583035
81600.0,0.00014047933607339632
81700.0,0.0001404793363172269
81800.0,0.0001404793365573785
81900.0,0.00014047933679390664
82000.0,0.00014047933702686613
82100.0,0.00014047933725631052
82200.0,0.0001404793374822932
82300.0,0.0001404793377048659
82400.0,0.00014047933792408042
82500.0,0.0001404793381399875
82600.0,0.00014047933835263686
82700.0,0.00014047933856207765
82800.0,0.00014047933876835836
82900.0,0.00014047933897152684
83000.0,0.00014047933917162985
83100.0,0.00014047933936871357
83200.0,0.00014047933956282344
83300.0,0.00014047933975400487
83400.0,0.00014047933994230162
83500.0,0.00014047934012775733
83600.0,0.0001404793403104147
83700.0,0.00014047934049031627
83800.0,0.00014047934066750342
83900.0,0.00014047934084201688
84000.0,0.0001404793410138974
84100.0,0.0001404793411831844
84200.0,0.0001404793413499173
84300.0,0.00014047934151413421
84400.0,0.0001404793416758735
84500.0,0.00014047934183517247
84600.0,0.00014047934199206793
84700.0,0.00014047934214659604
84800.0,0.00014047934229879266
84900.0,0.0001404793424486929
85000.0,0.00014047934259633124
85100.0,0.00014047934274174202
85200.0,0.00014047934288495892
85300.0,0.0001404793430260149
85400.0,0.00014047934316494266
85500.0,0.00014047934330177426
85600.0,0.00014047934343654122
85700.0,0.00014047934356927475
85800.0,0.0001404793437000055
85900.0,0.00014047934382876382
86000.0,0.00014047934395557937
86100.0,0.00014047934408048158
86200.0,0.0001404793442034991
86300.0,0.0001404793443246606
86400.0,0.00014047934444399394
86500.0,0.00014047934456152687
86600.0,0.0001404793446772863
86700.0,0.0001404793447912991
86800.0,0.00014047934490359177
86900.0,0.00014047934501418993
87000.0,0.00014047934512311934
87100.0,0.00014047934523040535
87200.0,0.0001404793453360726
87300.0,0.00014047934544014545
87400.0,0.00014047934554264804
87500.0,0.000140479345643604
87600.0,0.00014047934574303673
87700.0,0.00014047934584096917
87800.0,0.00014047934593742407
87900.0,0.00014047934603242382
88000.0,0.00014047934612598987
88100.0,0.0001404793462181441
88200.0,0.00014047934630890809
88300.0,0.00014047934639830261
88400.0,0.00014047934648634837
88500.0,0.00014047934657306568
88600.0,0.0001404793466584746
88700.0,0.0001404793467425946
88800.0,0.00014047934682544553
88900.0,0.00014047934690704622
89000.0,0.00014047934698741582
89100.0,0.0001404793470665729
89200.0,0.00014047934714453544
89300.0,0.00014047934722132184
89400.0,0.00014047934729694952
89500.0,0.00014047934737143608
89600.0,0.00014047934744479876
89700.0,0.00014047934751705446
89800.0,0.00014047934758822006
89900.0,0.00014047934765831207
90000.0,0.00014047934772734637
90100.0,0.000140479347795339
90200.0,0.0001404793478623057
90300.0,0.00014047934792826218
90400.0,0.00014047934799322326
90500.0,0.00014047934805720417
90600.0,0.00014047934812021993
90700.0,0.00014047934818228473
90800.0,0.00014047934824341316
90900.0,0.00014047934830361937
91000.0,0.00014047934836291712
91100.0,0.00014047934842132025
91200.0,0.00014047934847884208
91300.0,0.000140479348535496
91400.0,0.00014047934859129507
91500.0,0.0001404793486462523
91600.0,0.00014047934870038017
91700.0,0.00014047934875369137
91800.0,0.0001404793488061983
91900.0,0.00014047934885791307
92000.0,0.00014047934890884753
92100.0,0.00014047934895901335
92200.0,0.00014047934900842228
92300.0,0.0001404793490570859
92400.0,0.00014047934910501526
92500.0,0.0001404793491522214
92600.0,0.00014047934919871527
92700.0,0.00014047934924450736
92800.0,0.00014047934928960862
92900.0,0.0001404793493340294
