M.D_b.TA Time [a],M.D_b.TA TA [mol/kg]
12100.0,0.0024035375101976704
12200.0,0.002403549523923378
12300.0,0.0024035597494761196
12400.0,0.002403569835519801
12500.0,0.0024035797740500063
12600.0,0.002403589564307603
12700.0,0.002403597635755095
12800.0,0.00240360394437848
12900.0,0.002403610173073436
13000.0,0.002403616276721333
13100.0,0.0024036222526026183
13200.0,0.00240362813968089
13300.0,0.0024036324354042567
13400.0,0.002403636600404596
13500.0,0.0024036407838320616
13600.0,0.002403643324825908
13700.0,0.002403645839348592
13800.0,0.002403648319692691
13900.0,0.0024036507640829113
14000.0,0.0024036531723139218
14100.0,0.002403655544639624
14200.0,0.0024036578814653933
14300.0,0.002403660183253529
14400.0,0.0024036624504896924
14500.0,0.002403664683668726
14600.0,0.002403666883287634
14700.0,0.002403669049841741
14800.0,0.00240367118382247
14900.0,0.0024036732857160435
15000.0,0.002403675356002727
15100.0,0.0024036773951564036
15200.0,0.002403679414863287
15300.0,0.0024036814080404486
15400.0,0.0024036833710406095
15500.0,0.0024036852862455477
15600.0,0.0024036871286155946
15700.0,0.002403688935086827
15800.0,0.0024036907010074405
15900.0,0.0024036924361349283
16000.0,0.0024036941451956013
16100.0,0.0024036958285800912
16200.0,0.0024036974866720874
16300.0,0.0024036991198499447
16400.0,0.0024037007284868728
16500.0,0.0024037023129508794
16600.0,0.0024037038823157184
16700.0,0.0024037054310820302
16800.0,0.0024037069564175565
16900.0,0.002403708458662954
17000.0,0.0024037099381630407
17100.0,0.0024037113952605654
17200.0,0.0024037128302941565
17300.0,0.0024037142435976815
17400.0,0.00240371563550008
17500.0,0.0024037170063253553
17600.0,0.0024037183563926224
17700.0,0.002403719686016171
17800.0,0.002403721028898566
17900.0,0.002403722432476995
18000.0,0.002403724615212588
18100.0,0.002403729462541214
18200.0,0.002403737280905656
18300.0,0.0024037481232537104
18400.0,0.0024037627475291447
18500.0,0.002403782273043328
18600.0,0.0024038050933068117
18700.0,0.002403831752551261
18800.0,0.002403864000489851
18900.0,0.002403901306412027
19000.0,0.002403941520404429
19100.0,0.002403975946396317
19200.0,0.0024040088617357015
19300.0,0.0024040412220395027
19400.0,0.0024040677411927562
19500.0,0.0024040928320742073
19600.0,0.002404117545704155
19700.0,0.0024041365557431462
19800.0,0.0024041543182168625
19900.0,0.002404171766385295
20000.0,0.0024041889435845822
20100.0,0.0024042031320269408
20200.0,0.0024042166142408047
20300.0,0.002404227241386192
20400.0,0.00240423723154552
20500.0,0.0024042443548815268
20600.0,0.002404250883058989
20700.0,0.002404257323209344
20800.0,0.002404263669634706
20900.0,0.002404269921478924
21000.0,0.0024042760793131814
21100.0,0.002404282144154926
21200.0,0.0024042853947442394
21300.0,0.0024042881066089353
21400.0,0.0024042907869862764
21500.0,0.002404293429996841
21600.0,0.002404296034287564
21700.0,0.002404298599765764
21800.0,0.0024043010640440758
21900.0,0.002404303479947478
22000.0,0.0024043058596257983
22100.0,0.002404305484182873
22200.0,0.002404304625254529
22300.0,0.002404303788772444
22400.0,0.0024043029681040016
22500.0,0.002404302161110769
22600.0,0.00240430142961744
22700.0,0.0024043007207905295
22800.0,0.0024043000226525264
22900.0,0.002404299335109371
23000.0,0.0024042986579989995
23100.0,0.0024042979911521305
23200.0,0.002404297334402559
23300.0,0.0024042966875903135
23400.0,0.0024042960505605317
23500.0,0.0024042927059392295
23600.0,0.002404288923044015
23700.0,0.002404285206633277
23800.0,0.002404281549406871
23900.0,0.002404277948585311
24000.0,0.002404274402657635
24100.0,0.002404270910518786
24200.0,0.0024042674712204666
24300.0,0.002404264083889985
24400.0,0.002404260747699069
24500.0,0.0024042574618495286
24600.0,0.002404254225565641
24700.0,0.00240425103808972
24800.0,0.002404247898679402
24900.0,0.0024042447836503415
25000.0,0.002404241715277888
25100.0,0.002404238693493457
25200.0,0.00240423571760666
25300.0,0.0024042328257404804
25400.0,0.0024042300049195923
25500.0,0.002404229853935456
25600.0,0.0024042275749124775
25700.0,0.0024042274522356752
25800.0,0.0024042252064013308
25900.0,0.002404225118269274
26000.0,0.0024042227886587626
26100.0,0.002404219998565175
26200.0,0.0024042172577219555
26300.0,0.0024042145604705723
26400.0,0.0024042119047354323
26500.0,0.0024042092894204395
26600.0,0.002404206713730533
26700.0,0.002404204176980979
26800.0,0.002404201678537897
26900.0,0.002404199217796696
27000.0,0.0024041967941727123
27100.0,0.002404194407096415
27200.0,0.0024041920560106786
27300.0,0.0024041897403691177
27400.0,0.0024041874596350266
27500.0,0.0024041851966083347
27600.0,0.00240418296746758
27700.0,0.002404180772163926
27800.0,0.0024041786101966483
27900.0,0.002404176481063636
28000.0,0.002404174384267465
28100.0,0.0024041723193173295
28200.0,0.0024041702857295847
28300.0,0.002404168283027843
28400.0,0.0024041663107429306
28500.0,0.0024041627254970063
28600.0,0.0024041597295289736
28700.0,0.0024041552538858636
28800.0,0.0024041503663310934
28900.0,0.0024041455589993944
29000.0,0.0024041434246388255
29100.0,0.0024041417904888305
29200.0,0.002404140172332272
29300.0,0.002404138575783653
29400.0,0.0024041370022226827
29500.0,0.0024041354518795828
29600.0,0.0024041339246373052
29700.0,0.002404132420259303
29800.0,0.002404130938461508
29900.0,0.0024041294789388244
30000.0,0.002404128041376747
30100.0,0.0024041266254572757
30200.0,0.002404125230862222
30300.0,0.0024041238572751387
30400.0,0.0024041225043824623
30500.0,0.0024041211718741915
30600.0,0.0024041198594442776
30700.0,0.0024041185667904954
30800.0,0.0024041172936155306
30900.0,0.0024041160396261543
31000.0,0.002404114804533388
31100.0,0.002404113588052545
31200.0,0.002404112389903188
31300.0,0.0024041112098090833
31400.0,0.002404110047498146
31500.0,0.002404108902702381
31600.0,0.00240410506012666
31700.0,0.002404103502285088
31800.0,0.002404099750387143
31900.0,0.002404095622877567
32000.0,0.0024040915762808123
32100.0,0.0024040875928392396
32200.0,0.0024040836702457057
32300.0,0.002404079807108527
32400.0,0.002404076002332609
32500.0,0.0024040722549403624
32600.0,0.002404068564013216
32700.0,0.0024040649286702297
32800.0,0.0024040613480542923
32900.0,0.002404060419644868
33000.0,0.0024040573741177735
33100.0,0.0024040564965370787
33200.0,0.0024040561053735934
33300.0,0.002404055712846568
33400.0,0.0024040553238549736
33500.0,0.002404054939781608
33600.0,0.002404054561048841
33700.0,0.0024040541877820964
33800.0,0.0024040538199998998
33900.0,0.0024040534576750825
34000.0,0.0024040531007579235
34100.0,0.002404052749186591
34200.0,0.0024040524028925807
34300.0,0.0024040520618038054
34400.0,0.002404051725846428
34500.0,0.0024040513949459773
34600.0,0.002404051069028022
34700.0,0.0024040507480184966
34800.0,0.0024040504318441945
34900.0,0.0024040501204327
35000.0,0.002404049813712513
35100.0,0.002404049511613113
35200.0,0.0024040492140649807
35300.0,0.0024040489209996058
35400.0,0.002404048632349488
35500.0,0.002404045633887058
35600.0,0.002404044906715779
35700.0,0.002404041973727993
35800.0,0.002404038590335224
35900.0,0.00240403526534826
36000.0,0.002404031992825341
36100.0,0.002404028770476557
36200.0,0.002404025659647435
36300.0,0.002404022607120432
36400.0,0.0024040196004393053
36500.0,0.0024040166390013086
36600.0,0.0024040137221350874
36700.0,0.002404010849165526
36800.0,0.002404008019425144
36900.0,0.002404005232258714
37000.0,0.0024040024870226
37100.0,0.002403999763055909
37200.0,0.0024039970797931254
37300.0,0.0024039944371770376
37400.0,0.0024039918346073397
37500.0,0.0024039892714820296
37600.0,0.0024039867472047272
37700.0,0.0024039842611869758
37800.0,0.0024039818128488953
37900.0,0.0024039794016192965
38000.0,0.002403977026935621
38100.0,0.002403976297018417
38200.0,0.0024039750924925675
38300.0,0.0024039754024339746
38400.0,0.002403973568918676
38500.0,0.002403973887550953
38600.0,0.002403972077334869
38700.0,0.0024039724184415656
38800.0,0.002403973228425978
38900.0,0.0024039740193130803
39000.0,0.002403972197948913
39100.0,0.0024039725341346886
39200.0,0.0024039733411044695
39300.0,0.0024039741296758136
39400.0,0.002403972306312821
39500.0,0.0024039726406687285
39600.0,0.0024039734459142645
39700.0,0.00240397423283366
39800.0,0.002403972407873551
39900.0,0.002403972740672129
40000.0,0.002403973544394087
40100.0,0.002403974329819436
40200.0,0.0024039725033935815
40300.0,0.0024039728347497315
40400.0,0.0024039736370521335
40500.0,0.0024039718229344853
40600.0,0.002403972165217635
40700.0,0.0024039729778994223
40800.0,0.002403973772005236
40900.0,0.0024039719540540822
41000.0,0.002403972293731682
41100.0,0.0024039731042128296
41200.0,0.0024039738962850325
41300.0,0.0024039720763917236
41400.0,0.0024039724141844605
41500.0,0.002403973222825529
41600.0,0.0024039740130953374
41700.0,0.0024039721913736586
41800.0,0.0024039698135213264
41900.0,0.00240396745936284
42000.0,0.0024039651438440093
42100.0,0.0024039628643789533
42200.0,0.002403960619749392
42300.0,0.002403958471732613
42400.0,0.0024039563674455025
42500.0,0.0024039542946935302
42600.0,0.002403952253106317
42700.0,0.002403950242233551
42800.0,0.002403948261613153
42900.0,0.0024039463107870395
43000.0,0.0024039443893043907
43100.0,0.0024039424967219765
43200.0,0.0024039406326038875
43300.0,0.0024039387829248183
43400.0,0.0024039369608783454
43500.0,0.0024039351664260702
43600.0,0.0024039334122133685
43700.0,0.0024039316847182393
43800.0,0.0024039299706030185
43900.0,0.002403928282093829
44000.0,0.0024039266191555227
44100.0,0.0024039249814110627
44200.0,0.002403923368482135
44300.0,0.00240392177999382
44400.0,0.002403920215677863
44500.0,0.0024039186751087377
44600.0,0.0024039171578778724
44700.0,0.0024039156636252216
44800.0,0.0024039141919542143
44900.0,0.0024039127425408814
45000.0,0.002403911315076217
45100.0,0.0024039099092371553
45200.0,0.0024039085246991662
45300.0,0.0024039071611405057
45400.0,0.0024039058183309317
45500.0,0.002403904495905215
45600.0,0.002403903193512667
45700.0,0.0024039019108442416
45800.0,0.002403900647559542
45900.0,0.0024038994033804876
46000.0,0.0024038981780418424
46100.0,0.002403896971266303
46200.0,0.002403895782775308
46300.0,0.002403894612292687
46400.0,0.0024038934596208113
46500.0,0.0024038923244461834
46600.0,0.0024038912064677873
46700.0,0.0024038913825586814
46800.0,0.002403891196776105
46900.0,0.0024038919013295986
47000.0,0.0024038919924683163
47100.0,0.0024038909312315074
47200.0,0.0024038925053873864
47300.0,0.0024038918695375774
47400.0,0.002403890819091708
47500.0,0.002403892400375954
47600.0,0.0024038917663948864
47700.0,0.0024038933156680926
47800.0,0.0024038926661271807
47900.0,0.002403891540625191
48000.0,0.0024038930995549748
48100.0,0.002403892455150857
48200.0,0.0024038913334875197
48300.0,0.002403892895820577
48400.0,0.0024038922546220547
48500.0,0.0024038911360524237
48600.0,0.0024038927014060777
48700.0,0.00240389206316004
48800.0,0.0024038909474866817
48900.0,0.0024038925156917635
49000.0,0.002403891880245945
49100.0,0.002403890829855851
49200.0,0.002403892411078771
49300.0,0.00240389177699033
49400.0,0.002403893326134834
49500.0,0.002403892676454999
49600.0,0.0024038915508090156
49700.0,0.00240389310959235
49800.0,0.0024038924650415447
49900.0,0.002403891343232138
50000.0,0.00240389290542004
50100.0,0.0024038922640781343
50200.0,0.002403891145366938
50300.0,0.002403892710580658
50400.0,0.0024038920721968495
50500.0,0.0024038909563877486
50600.0,0.0024038925244588257
50700.0,0.0024038918888811813
50800.0,0.0024038908383611814
50900.0,0.0024038924194559707
51000.0,0.0024038917852415268
51100.0,0.00240389333426173
51200.0,0.002403892684358242
51300.0,0.002403891558578052
51400.0,0.002403893117344721
51500.0,0.002403892472593539
51600.0,0.002403891350654633
51700.0,0.0024038929128308343
51800.0,0.0024038922712935544
51900.0,0.0024038911524578432
52000.0,0.0024038927176648107
52100.0,0.002403892079090513
52200.0,0.0024038909631617167
52300.0,0.002403892531230806
52400.0,0.002403891895467318
52500.0,0.002403890844834468
52600.0,0.0024038897122168473
52700.0,0.002403888577649956
52800.0,0.002403887461213159
52900.0,0.002403886361995254
53000.0,0.002403885279513147
53100.0,0.002403884213420302
53200.0,0.0024038831634229985
53300.0,0.0024038821292529473
53400.0,0.0024038811106566874
53500.0,0.002403880107390663
53600.0,0.0024038791192186036
53700.0,0.002403878145909995
53800.0,0.002403877187239143
53900.0,0.0024038762429845835
54000.0,0.0024038753129286996
54100.0,0.0024038743968574695
54200.0,0.0024038734945602846
54300.0,0.0024038726058298304
54400.0,0.002403871730462011
54500.0,0.0024038708682557986
54600.0,0.002403870019013235
54700.0,0.002403869182539361
54800.0,0.0024038683586421633
54900.0,0.00240386754713252
55000.0,0.00240386674782416
55100.0,0.0024038659605336156
55200.0,0.0024038651850801797
55300.0,0.002403864421285864
55400.0,0.0024038636689753565
55500.0,0.0024038629279759835
55600.0,0.0024038621981176673
55700.0,0.002403861479232889
55800.0,0.002403860771156647
55900.0,0.002403860073726424
56000.0,0.0024038593867821445
56100.0,0.0024038587101661403
56200.0,0.002403858043723116
56300.0,0.002403857387300109
56400.0,0.002403856740746462
56500.0,0.002403856103913776
56600.0,0.0024038554766558883
56700.0,0.0024038548588288322
56800.0,0.002403854250290807
56900.0,0.0024038536509021443
57000.0,0.0024038530605252754
57100.0,0.0024038524790247003
57200.0,0.002403851906266957
57300.0,0.002403851342120591
57400.0,0.0024038507864561232
57500.0,0.0024038502391460223
57600.0,0.0024038497000646755
57700.0,0.0024038491690883566
57800.0,0.0024038486460952026
57900.0,0.0024038481309651806
58000.0,0.0024038476235800645
58100.0,0.002403847123823405
58200.0,0.002403846631580504
58300.0,0.0024038461467383873
58400.0,0.0024038456691857827
58500.0,0.0024038451988130875
58600.0,0.0024038447355123485
58700.0,0.0024038442791772347
58800.0,0.0024038438297030156
58900.0,0.0024038433869865345
59000.0,0.0024038429509261865
59100.0,0.0024038425214218937
59200.0,0.0024038420983750843
59300.0,0.002403841681688667
59400.0,0.002403841271267012
59500.0,0.0024038408670159265
59600.0,0.002403840468842633
59700.0,0.0024038400766557525
59800.0,0.0024038396903652763
59900.0,0.002403839309882551
60000.0,0.002403838935120256
60100.0,0.0024038385659923833
60200.0,0.002403838202414219
60300.0,0.002403837844302321
60400.0,0.0024038374915745044
60500.0,0.0024038371441498186
60600.0,0.00240383680194853
60700.0,0.0024038364648921048
60800.0,0.002403836132903189
60900.0,0.0024038358059055923
61000.0,0.00240383548382427
61100.0,0.0024038351665853054
61200.0,0.0024038348541158944
61300.0,0.0024038345463443258
61400.0,0.0024038342431999676
61500.0,0.00240383394461325
61600.0,0.002403833650515649
61700.0,0.00240383336083967
61800.0,0.002403833075518835
61900.0,0.0024038327944876643
62000.0,0.0024038325176816634
62100.0,0.0024038322450373076
62200.0,0.0024038319764920265
62300.0,0.0024038317119841907
62400.0,0.0024038314514530984
62500.0,0.002403831194838959
62600.0,0.0024038309420828822
62700.0,0.0024038306931268624
62800.0,0.0024038304479137664
62900.0,0.0024038302063873205
63000.0,0.0024038299684920957
63100.0,0.0024038297341734973
63200.0,0.0024038295033777524
63300.0,0.002403829276051895
63400.0,0.0024038290521437556
63500.0,0.0024038288316019507
63600.0,0.0024038286143758677
63700.0,0.0024038284004156557
63800.0,0.0024038281896722126
63900.0,0.002403827982097176
64000.0,0.0024038277776429096
64100.0,0.0024038275762624938
64200.0,0.0024038273779097134
64300.0,0.0024038271825390493
64400.0,0.0024038269901056663
64500.0,0.0024038268005654034
64600.0,0.0024038266138747635
64700.0,0.002403826429990903
64800.0,0.002403826248871624
64900.0,0.0024038260704753608
65000.0,0.0024038258947611745
65100.0,0.002403825721688741
65200.0,0.0024038255512183427
65300.0,0.002403825383310859
65400.0,0.002403825217927757
65500.0,0.002403825055031084
65600.0,0.002403824894583457
65700.0,0.002403824736548056
65800.0,0.002403824580888615
65900.0,0.002403824427569412
66000.0,0.002403824276555262
66100.0,0.0024038241278115094
66200.0,0.0024038239813040205
66300.0,0.002403823836999174
66400.0,0.002403823694863855
66500.0,0.0024038235548654438
66600.0,0.002403823416971814
66700.0,0.0024038232811513217
66800.0,0.0024038231473727974
66900.0,0.002403823015605541
67000.0,0.0024038228858193154
67100.0,0.002403822757984336
67200.0,0.0024038226320712663
67300.0,0.002403822508051212
67400.0,0.002403822385895712
67500.0,0.002403822265576735
67600.0,0.002403822147066668
67700.0,0.0024038220303383173
67800.0,0.0024038219778673778
67900.0,0.002403821937423686
68000.0,0.0024038218973706387
68100.0,0.002403821857847803
68200.0,0.002403821818890568
68300.0,0.0024038217805055955
68400.0,0.0024038217426906395
68500.0,0.002403821705440274
68600.0,0.002403821668747747
68700.0,0.0024038216326056883
68800.0,0.002403821597006435
68900.0,0.0024038215619422007
69000.0,0.002403821527405169
69100.0,0.002403821493387553
69200.0,0.0024038214598816267
69300.0,0.002403821426879747
69400.0,0.0024038213943743643
69500.0,0.002403821362358029
69600.0,0.002403821330823397
69700.0,0.0024038212997632277
69800.0,0.0024038212691703882
69900.0,0.0024038212390378494
70000.0,0.002403821209358687
70100.0,0.0024038211801260816
70200.0,0.0024038211513333144
70300.0,0.0024038211229737683
70400.0,0.0024038210950409248
70500.0,0.0024038210675283644
70600.0,0.0024038210404297624
70700.0,0.002403821013738892
70800.0,0.002403820987449617
70900.0,0.0024038209615558958
71000.0,0.0024038209360517765
71100.0,0.002403820910931397
71200.0,0.0024038208861889834
71300.0,0.0024038208618188486
71400.0,0.0024038208378153914
71500.0,0.002403820814173095
71600.0,0.0024038207908865248
71700.0,0.0024038207679503293
71800.0,0.002403820745359236
71900.0,0.0024038207231080523
72000.0,0.0024038207011916643
72100.0,0.0024038206796050342
72200.0,0.002403820658343201
72300.0,0.002403820637401277
72400.0,0.0024038206167744493
72500.0,0.0024038205964579764
72600.0,0.002403820576447189
72700.0,0.0024038205567374874
72800.0,0.002403820537324342
72900.0,0.0024038205182032894
73000.0,0.0024038204993699365
73100.0,0.0024038204808199534
73200.0,0.0024038204625490773
73300.0,0.002403820444553107
73400.0,0.0024038204268279086
73500.0,0.002403820409369406
73600.0,0.0024038203921735875
73700.0,0.0024038203752365004
73800.0,0.0024038203585542515
73900.0,0.002403820342123007
74000.0,0.00240382032593899
74100.0,0.00240382030999848
74200.0,0.0024038202942978136
74300.0,0.002403820278833383
74400.0,0.002403820263601633
74500.0,0.0024038202485990624
74600.0,0.0024038202338222234
74700.0,0.002403820219267719
74800.0,0.0024038202049322045
74900.0,0.002403820190812384
75000.0,0.0024038201769050137
75100.0,0.002403820163206896
75200.0,0.0024038201497148816
75300.0,0.0024038201364258716
75400.0,0.0024038201233368096
75500.0,0.002403820110444688
75600.0,0.0024038200977465436
75700.0,0.0024038200852394575
75800.0,0.002403820072920556
75900.0,0.002403820060787006
76000.0,0.0024038200488360195
76100.0,0.0024038200370648504
76200.0,0.002403820025470792
76300.0,0.0024038200140511796
76400.0,0.0024038200028033887
76500.0,0.0024038199917248335
76600.0,0.002403819980812969
76700.0,0.0024038199700652857
76800.0,0.0024038199594793143
76900.0,0.002403819949052621
77000.0,0.0024038199387828095
77100.0,0.0024038199286675194
77200.0,0.002403819918704425
77300.0,0.0024038199088912376
77400.0,0.002403819899225701
77500.0,0.002403819889705594
77600.0,0.002403819880328728
77700.0,0.002403819871092948
77800.0,0.002403819861996131
77900.0,0.0024038198530361857
78000.0,0.0024038198442110537
78100.0,0.002403819835518706
78200.0,0.0024038198269571444
78300.0,0.0024038198185244025
78400.0,0.002403819810218541
78500.0,0.0024038198020376505
78600.0,0.002403819793979851
78700.0,0.0024038197860432905
78800.0,0.0024038197782261447
78900.0,0.0024038197705266175
79000.0,0.0024038197629429386
79100.0,0.002403819755473364
79200.0,0.002403819748116179
79300.0,0.002403819740869691
79400.0,0.0024038197337322353
79500.0,0.0024038197267021704
79600.0,0.002403819719777881
79700.0,0.002403819712957776
79800.0,0.002403819706240287
79900.0,0.0024038196996238707
80000.0,0.002403819693107006
80100.0,0.002403819686688195
80200.0,0.002403819680365963
80300.0,0.0024038196741388565
80400.0,0.0024038196680054432
80500.0,0.0024038196619643143
80600.0,0.0024038196560140813
80700.0,0.0024038196501533766
80800.0,0.0024038196443808535
80900.0,0.002403819638695184
81000.0,0.0024038196330950627
81100.0,0.002403819627579202
81200.0,0.002403819622146333
81300.0,0.002403819616795208
81400.0,0.002403819611524597
81500.0,0.0024038196063332884
81600.0,0.0024038196012200895
81700.0,0.0024038195961838243
81800.0,0.0024038195912233357
81900.0,0.0024038195863374835
82000.0,0.002403819581525144
82100.0,0.0024038195767852127
82200.0,0.002403819572116598
82300.0,0.0024038195675182288
82400.0,0.002403819562989047
82500.0,0.0024038195585280126
82600.0,0.0024038195541340995
82700.0,0.002403819549806298
82800.0,0.0024038195455436126
82900.0,0.002403819541345065
83000.0,0.002403819537209689
83100.0,0.0024038195331365347
83200.0,0.0024038195291246657
83300.0,0.00240381952517316
83400.0,0.002403819521281109
83500.0,0.0024038195174476192
83600.0,0.0024038195136718084
83700.0,0.002403819509952809
83800.0,0.002403819506289766
83900.0,0.0024038195026818377
84000.0,0.0024038194991281947
84100.0,0.0024038194956280206
84200.0,0.002403819492180511
84300.0,0.0024038194887848726
84400.0,0.002403819485440326
84500.0,0.002403819482146102
84600.0,0.0024038194789014434
84700.0,0.002403819475705604
84800.0,0.00240381947255785
84900.0,0.0024038194694574575
85000.0,0.0024038194664037136
85100.0,0.0024038194633959173
85200.0,0.002403819460433377
85300.0,0.002403819457515411
85400.0,0.00240381945464135
85500.0,0.0024038194518105323
85600.0,0.0024038194490223074
85700.0,0.0024038194462760345
85800.0,0.002403819443571083
85900.0,0.00240381944090683
86000.0,0.002403819438282664
86100.0,0.0024038194356979813
86200.0,0.0024038194331521888
86300.0,0.0024038194306447006
86400.0,0.0024038194281749397
86500.0,0.0024038194257423396
86600.0,0.002403819423346341
86700.0,0.002403819420986392
86800.0,0.0024038194186619525
86900.0,0.0024038194163724866
87000.0,0.002403819414117468
87100.0,0.0024038194118963787
87200.0,0.0024038194097087085
87300.0,0.0024038194075539543
87400.0,0.002403819405431621
87500.0,0.002403819403341221
87600.0,0.0024038194012822728
87700.0,0.0024038193992543043
87800.0,0.002403819397256849
87900.0,0.002403819395289447
88000.0,0.0024038193933516474
88100.0,0.0024038193914430045
88200.0,0.002403819389563079
88300.0,0.002403819387711439
88400.0,0.0024038193858876592
88500.0,0.0024038193840913206
88600.0,0.0024038193823220097
88700.0,0.00240381938057932
88800.0,0.002403819378862851
88900.0,0.002403819377172208
89000.0,0.0024038193755070033
89100.0,0.002403819373866853
89200.0,0.0024038193722513814
89300.0,0.0024038193706602162
89400.0,0.0024038193690929916
89500.0,0.002403819367549348
89600.0,0.0024038193660289304
89700.0,0.002403819364531389
89800.0,0.0024038193630563803
89900.0,0.0024038193616035645
90000.0,0.002403819360172608
90100.0,0.002403819358763182
90200.0,0.002403819357374962
90300.0,0.0024038193560076294
90400.0,0.00240381935466087
90500.0,0.002403819353334374
90600.0,0.002403819352027837
90700.0,0.002403819350740958
90800.0,0.002403819349473442
90900.0,0.002403819348224997
91000.0,0.0024038193469953367
91100.0,0.0024038193457841784
91200.0,0.0024038193445912424
91300.0,0.0024038193434162557
91400.0,0.002403819342258948
91500.0,0.0024038193411190533
91600.0,0.00240381933999631
91700.0,0.0024038193388904597
91800.0,0.0024038193378012477
91900.0,0.002403819336728425
92000.0,0.002403819335671743
92100.0,0.002403819334630961
92200.0,0.0024038193336058384
92300.0,0.00240381933259614
92400.0,0.0024038193316016335
92500.0,0.002403819330622091
92600.0,0.0024038193296572865
92700.0,0.002403819328706999
92800.0,0.002403819327771009
92900.0,0.0024038193268491022
93000.0,0.002403819325941067
93100.0,0.0024038193250466937
93200.0,0.0024038193241657773
93300.0,0.0024038193232981155
93400.0,0.0024038193224435087
93500.0,0.0024038193216017606
93600.0,0.0024038193207726777
93700.0,0.0024038193199560688
93800.0,0.002403819319151747
93900.0,0.0024038193183595264
94000.0,0.0024038193175792266
94100.0,0.002403819316810667
94200.0,0.0024038193160536713
94300.0,0.0024038193153080654
94400.0,0.002403819314573678
94500.0,0.002403819313850341
94600.0,0.002403819313137887
94700.0,0.0024038193124361527
94800.0,0.002403819311744977
94900.0,0.0024038193110642
95000.0,0.002403819310393667
95100.0,0.0024038193097332228
95200.0,0.0024038193090827153
95300.0,0.0024038193084419957
95400.0,0.0024038193078109167
95500.0,0.0024038193071893327
95600.0,0.0024038193065771016
95700.0,0.0024038193059740818
